Date,Open,High,Low,Close,Volume
08/08/2024,$402.44,$405.86,$399.9407,$402.69,20203030
08/07/2024,$408.635,$410.08,$397.47,$398.43,20650910
08/06/2024,$400.00,$405.67,$398.50,$399.61,24946530
08/05/2024,$389.17,$401.04,$385.58,$395.15,40709240
08/02/2024,$412.49,$415.00,$404.34,$408.49,29437900
08/01/2024,$420.785,$427.46,$413.0901,$417.11,30296400
07/31/2024,$420.495,$421.775,$412.21,$418.35,42891370
07/30/2024,$427.72,$429.05,$417.36,$422.92,32687580
07/29/2024,$431.58,$432.15,$424.7042,$426.73,15125840
07/26/2024,$418.20,$428.915,$417.27,$425.27,23583840
07/25/2024,$428.80,$429.80,$417.51,$418.40,29943800
07/24/2024,$440.45,$441.48,$427.585,$428.90,26805800
07/23/2024,$443.895,$448.39,$443.10,$444.85,13107050
07/22/2024,$441.79,$444.60,$438.9125,$442.94,15808760
07/19/2024,$433.10,$441.14,$432.00,$437.11,20940420
07/18/2024,$444.34,$444.65,$434.40,$440.37,20794820
07/17/2024,$442.59,$444.85,$439.18,$443.52,21754020
07/16/2024,$454.22,$454.30,$446.66,$449.52,17175680
07/15/2024,$453.30,$457.26,$451.43,$453.96,14429450
07/12/2024,$454.325,$456.36,$450.645,$453.55,16324270
07/11/2024,$462.98,$464.78,$451.55,$454.70,23111180
07/10/2024,$461.22,$466.46,$458.855,$466.25,18196100
07/09/2024,$467.00,$467.33,$458.00,$459.54,17228510
07/08/2024,$466.55,$467.70,$464.46,$466.24,12962320
07/05/2024,$459.61,$468.35,$458.965,$467.56,16000290
07/03/2024,$458.19,$461.02,$457.88,$460.77,9932830
07/02/2024,$453.20,$459.59,$453.113,$459.28,13979780
07/01/2024,$448.66,$457.37,$445.66,$456.73,17662820
06/28/2024,$453.07,$455.38,$446.41,$446.95,28362270
06/27/2024,$452.175,$456.17,$451.77,$452.85,14806320
06/26/2024,$449.00,$453.60,$448.19,$452.16,16507030
06/25/2024,$448.25,$451.42,$446.75,$450.95,16747530
06/24/2024,$449.80,$452.75,$446.41,$447.67,15913720
06/21/2024,$447.38,$450.58,$446.51,$449.78,34486170
06/20/2024,$446.30,$446.53,$441.27,$445.70,19877380
06/18/2024,$449.705,$450.14,$444.89,$446.34,17112500
06/17/2024,$442.585,$450.94,$440.72,$448.37,20790030
06/14/2024,$438.275,$443.1376,$436.721,$442.57,13581990
06/13/2024,$440.85,$443.39,$439.37,$441.58,15960570
06/12/2024,$435.32,$443.40,$433.25,$441.06,22366230
06/11/2024,$425.475,$432.82,$425.25,$432.68,14551100
06/10/2024,$424.70,$428.08,$423.89,$427.87,14003030
06/07/2024,$426.20,$426.28,$423.00,$423.85,13621650
06/06/2024,$424.01,$425.31,$420.58,$424.52,14861250
06/05/2024,$417.81,$424.08,$416.30,$424.01,16988040
06/04/2024,$412.43,$416.44,$409.675,$416.07,14348920
06/03/2024,$415.525,$416.43,$408.9234,$413.52,17484680
05/31/2024,$416.75,$416.75,$404.51,$415.13,47995250
05/30/2024,$424.30,$424.30,$414.24,$414.67,28424850
05/29/2024,$425.69,$430.94,$425.69,$429.17,15517130
05/28/2024,$429.63,$430.82,$426.60,$430.32,15718020
05/24/2024,$427.19,$431.055,$424.41,$430.16,11855290
05/23/2024,$432.97,$433.60,$425.424,$427.00,17211690
05/22/2024,$430.09,$432.41,$427.13,$430.52,18073700
05/21/2024,$426.825,$432.97,$424.85,$429.04,21453260
05/20/2024,$420.21,$426.77,$419.99,$425.34,16272140
05/17/2024,$422.54,$422.92,$418.025,$420.21,15352240
05/16/2024,$421.80,$425.42,$420.35,$420.99,17530050
05/15/2024,$417.90,$423.81,$417.27,$423.08,22239530
05/14/2024,$412.02,$417.49,$411.55,$416.56,15109310
05/13/2024,$418.01,$418.348,$410.82,$413.72,15440230
05/10/2024,$412.935,$415.38,$411.80,$414.74,13402280
05/09/2024,$410.57,$412.72,$409.10,$412.32,14689730
05/08/2024,$408.17,$412.23,$406.7132,$410.54,11792310
05/07/2024,$414.66,$414.67,$409.09,$409.34,20018230
05/06/2024,$408.76,$413.93,$406.3701,$413.54,16996640
05/03/2024,$402.28,$407.15,$401.86,$406.66,17446720
05/02/2024,$397.66,$399.93,$394.6515,$397.84,17709360
05/01/2024,$392.61,$401.7199,$390.31,$394.94,23562480
04/30/2024,$401.49,$402.16,$389.17,$389.33,28781370
04/29/2024,$405.25,$406.32,$399.19,$402.25,19582090
04/26/2024,$412.17,$413.00,$405.7601,$406.32,29694650
04/25/2024,$394.03,$399.8899,$388.03,$399.04,40586450
04/24/2024,$409.56,$412.47,$406.78,$409.06,15065330
04/23/2024,$404.235,$408.20,$403.06,$407.57,15734500
04/22/2024,$400.08,$402.85,$395.75,$400.96,20286880
04/19/2024,$404.03,$405.48,$397.77,$399.12,30565790
04/18/2024,$410.63,$411.89,$403.95,$404.27,21029920
04/17/2024,$417.25,$418.88,$410.33,$411.84,15855490
04/16/2024,$414.57,$418.40,$413.7301,$414.58,16765620
04/15/2024,$426.60,$426.82,$413.43,$413.64,20273540
04/12/2024,$424.05,$425.1794,$419.77,$421.90,19253750
04/11/2024,$425.82,$429.37,$422.36,$427.93,17966420
04/10/2024,$422.19,$424.03,$419.70,$423.26,16216580
04/09/2024,$426.44,$427.74,$421.62,$426.28,12512290
04/08/2024,$425.17,$427.28,$423.30,$424.59,14272390
04/05/2024,$420.01,$426.51,$418.32,$425.52,16554760
04/04/2024,$424.99,$428.67,$417.57,$417.88,19370880
04/03/2024,$419.73,$423.26,$419.085,$420.45,16502260
04/02/2024,$420.11,$422.38,$417.84,$421.44,17911990
04/01/2024,$423.95,$427.89,$422.22,$424.57,16315960
03/28/2024,$420.96,$421.87,$419.12,$420.72,21871160
03/27/2024,$424.44,$424.45,$419.01,$421.43,16704980
03/26/2024,$425.61,$425.99,$421.35,$421.65,16725650
03/25/2024,$425.24,$427.41,$421.61,$422.86,18060450
03/22/2024,$429.70,$429.86,$426.07,$428.74,17648470
03/21/2024,$429.83,$430.82,$427.16,$429.37,21296220
03/20/2024,$422.00,$425.96,$420.66,$425.23,17860090
03/19/2024,$417.83,$421.6656,$415.55,$421.41,19837920
03/18/2024,$414.25,$420.73,$413.78,$417.32,20105980
03/15/2024,$419.29,$422.60,$412.79,$416.42,45079900
03/14/2024,$420.24,$427.82,$417.99,$425.22,34157300
03/13/2024,$418.10,$418.18,$411.45,$415.10,17115930
03/12/2024,$407.62,$415.57,$406.79,$415.28,22457000
03/11/2024,$403.762,$405.68,$401.26,$404.52,16120750
03/08/2024,$407.96,$410.42,$404.33,$406.22,18002190
03/07/2024,$406.12,$409.78,$402.24,$409.14,18718480
03/06/2024,$402.97,$405.16,$398.39,$402.09,22344150
03/05/2024,$413.96,$414.25,$400.64,$402.65,26919180
03/04/2024,$413.44,$417.35,$412.32,$414.92,17595960
03/01/2024,$411.27,$415.87,$410.88,$415.50,17823450
02/29/2024,$408.64,$414.20,$405.92,$413.64,31947260
02/28/2024,$408.175,$409.30,$405.3201,$407.72,13183130
02/27/2024,$407.99,$408.32,$403.85,$407.48,14835830
02/26/2024,$411.455,$412.16,$407.36,$407.54,16193510
02/23/2024,$415.67,$415.86,$408.97,$410.34,16295880
02/22/2024,$410.19,$412.83,$408.57,$411.65,27009870
02/21/2024,$400.17,$402.29,$397.22,$402.18,18631070
02/20/2024,$403.24,$404.49,$398.01,$402.79,24307920
02/16/2024,$407.96,$408.29,$403.44,$404.06,22296500
02/15/2024,$408.14,$409.13,$404.29,$406.56,21825530
02/14/2024,$408.07,$409.84,$404.57,$409.49,20401190
02/13/2024,$404.94,$410.071,$403.39,$406.32,27824940
02/12/2024,$420.555,$420.74,$414.75,$415.26,21202920
02/09/2024,$415.25,$420.82,$415.09,$420.55,22032840
02/08/2024,$414.05,$415.56,$412.53,$414.11,21225260
02/07/2024,$407.44,$414.30,$407.40,$414.05,22340530
02/06/2024,$405.88,$407.97,$402.91,$405.49,18382620
02/05/2024,$409.90,$411.16,$403.99,$405.65,25352290
02/02/2024,$403.81,$412.65,$403.56,$411.22,28256670
02/01/2024,$401.83,$408.00,$401.80,$403.78,30657730
01/31/2024,$406.96,$415.32,$397.21,$397.58,47871100
01/30/2024,$412.26,$413.05,$406.4501,$408.59,33477610
01/29/2024,$406.06,$409.98,$404.33,$409.72,24510240
01/26/2024,$404.37,$406.17,$402.43,$403.93,17803270
01/25/2024,$404.32,$407.01,$402.5294,$404.87,21021160
01/24/2024,$401.54,$405.63,$400.45,$402.56,24866950
01/23/2024,$395.75,$399.38,$393.93,$398.90,20525880
01/22/2024,$400.02,$400.62,$393.59,$396.51,27016900
01/19/2024,$395.76,$398.67,$393.50,$398.67,29331140
01/18/2024,$391.72,$393.99,$390.12,$393.87,23392070
01/17/2024,$387.98,$390.11,$384.81,$389.47,22234110
01/16/2024,$393.66,$394.03,$387.6229,$390.27,27202270
01/12/2024,$385.49,$388.68,$384.65,$388.47,21661150
01/11/2024,$386.00,$390.68,$380.38,$384.63,27850850
01/10/2024,$376.37,$384.17,$376.32,$382.77,25514250
01/09/2024,$372.01,$375.99,$371.19,$375.79,20829950
01/08/2024,$369.30,$375.20,$369.01,$374.69,23133970
01/05/2024,$368.97,$372.06,$366.50,$367.75,21004580
01/04/2024,$370.665,$373.10,$367.17,$367.94,20901500
01/03/2024,$369.01,$373.2562,$368.51,$370.60,23083470
01/02/2024,$373.86,$375.90,$366.771,$370.87,25258630
12/29/2023,$376.00,$377.16,$373.48,$376.04,18730840
12/28/2023,$375.37,$376.458,$374.16,$375.28,14327010
12/27/2023,$373.69,$375.06,$372.8116,$374.07,14905410
12/26/2023,$375.00,$376.94,$373.50,$374.66,12673050
12/22/2023,$373.68,$375.18,$372.71,$374.58,17107480
12/21/2023,$372.56,$374.41,$370.04,$373.54,17708010
12/20/2023,$375.00,$376.03,$370.53,$370.62,26316650
12/19/2023,$371.49,$373.26,$369.84,$373.26,20603660
12/18/2023,$369.45,$373.00,$368.68,$372.65,21802880
12/15/2023,$366.85,$372.40,$366.28,$370.73,78502320
12/14/2023,$373.31,$373.76,$364.13,$365.93,43277460
12/13/2023,$376.02,$377.6361,$370.77,$374.37,30955530
12/12/2023,$370.85,$374.42,$370.46,$374.38,24838250
12/11/2023,$368.48,$371.60,$366.10,$371.30,27708760
12/08/2023,$369.20,$374.46,$368.23,$374.23,20154370
12/07/2023,$368.23,$371.4527,$366.32,$370.95,23118860
12/06/2023,$373.54,$374.18,$368.03,$368.80,21182070
12/05/2023,$366.45,$373.075,$365.621,$372.52,23065040
12/04/2023,$369.10,$369.52,$362.90,$369.14,32063310
12/01/2023,$376.76,$378.16,$371.31,$374.51,33040470
11/30/2023,$378.49,$380.09,$375.47,$378.91,30554420
11/29/2023,$383.76,$384.30,$377.44,$378.85,28963400
11/28/2023,$378.35,$383.00,$378.16,$382.70,20453110
11/27/2023,$376.78,$380.64,$376.20,$378.61,22179230
11/24/2023,$377.33,$377.97,$375.135,$377.43,10176650
11/22/2023,$378.00,$379.7899,$374.965,$377.85,23361180
11/21/2023,$375.67,$376.2215,$371.12,$373.07,28423150
11/20/2023,$371.22,$378.87,$371.00,$377.44,52528960
11/17/2023,$373.61,$374.37,$367.00,$369.85,40325370
11/16/2023,$370.96,$376.35,$370.18,$376.17,27182320
11/15/2023,$371.28,$373.13,$367.11,$369.67,26860100
11/14/2023,$371.01,$371.95,$367.3454,$370.27,27683860
11/13/2023,$368.22,$368.47,$365.90,$366.68,19986510
11/10/2023,$361.49,$370.10,$361.07,$369.67,28065160
11/09/2023,$362.30,$364.79,$360.362,$360.69,24847330
11/08/2023,$361.68,$363.87,$360.55,$363.20,26767830
11/07/2023,$359.40,$362.46,$357.63,$360.53,25833930
11/06/2023,$353.45,$357.54,$353.35,$356.53,23828300
11/03/2023,$349.63,$354.39,$347.33,$352.80,23637670
11/02/2023,$347.24,$348.83,$344.77,$348.32,24348070
11/01/2023,$339.79,$347.42,$339.65,$346.07,28158820
10/31/2023,$338.85,$339.00,$334.69,$338.11,20265280
10/30/2023,$333.41,$339.45,$331.83,$337.31,22828080
10/27/2023,$330.425,$336.72,$328.4007,$329.81,29856520
10/26/2023,$340.54,$341.63,$326.94,$327.89,37828540
10/25/2023,$345.02,$346.20,$337.62,$340.67,55053830
10/24/2023,$331.30,$331.84,$327.60,$330.53,31153570
10/23/2023,$325.47,$332.725,$324.39,$329.32,24374750
10/20/2023,$331.72,$331.92,$325.45,$326.67,25027720
10/19/2023,$332.15,$336.88,$330.91,$331.32,25052070
10/18/2023,$332.49,$335.59,$328.30,$330.11,23153600
10/17/2023,$329.59,$333.46,$327.41,$332.06,18338520
10/16/2023,$331.05,$336.14,$330.60,$332.64,22158050
10/13/2023,$332.38,$333.83,$326.36,$327.73,21085700
10/12/2023,$330.565,$333.6299,$328.72,$331.16,19313100
10/11/2023,$331.21,$332.82,$329.14,$332.42,20063250
10/10/2023,$330.96,$331.10,$327.67,$328.39,20557090
10/09/2023,$324.75,$330.30,$323.18,$329.82,19891180
10/06/2023,$316.55,$329.19,$316.30,$327.26,25673630
10/05/2023,$319.09,$319.98,$314.90,$319.36,16965630
10/04/2023,$314.03,$320.04,$314.00,$318.955,20720140
10/03/2023,$320.83,$321.39,$311.215,$313.39,21033490
10/02/2023,$316.28,$321.888,$315.18,$321.80,20570010
09/29/2023,$317.75,$319.47,$314.98,$315.75,24147300
09/28/2023,$310.99,$315.48,$309.45,$313.64,19683560
09/27/2023,$312.30,$314.299,$309.69,$312.79,19410080
09/26/2023,$315.13,$315.88,$310.02,$312.14,26297570
09/25/2023,$316.59,$317.67,$315.00,$317.54,17835960
09/22/2023,$321.32,$321.45,$316.15,$317.01,21447890
09/21/2023,$319.26,$325.3499,$315.00,$319.53,35560360
09/20/2023,$329.51,$329.59,$320.51,$320.77,21436530
09/19/2023,$326.17,$329.39,$324.51,$328.65,16514490
09/18/2023,$327.80,$330.40,$326.36,$329.06,16834210
09/15/2023,$336.92,$337.3975,$329.65,$330.22,37679790
09/14/2023,$339.148,$340.86,$336.57,$338.70,20267050
09/13/2023,$331.31,$336.85,$331.17,$336.06,16544410
09/12/2023,$335.815,$336.79,$331.48,$331.77,17565480
09/11/2023,$337.24,$338.42,$335.43,$337.94,16583320
09/08/2023,$330.09,$336.16,$329.46,$334.27,19548170
09/07/2023,$331.29,$333.08,$329.03,$329.91,18381000
09/06/2023,$333.38,$334.46,$330.18,$332.88,17535770
09/05/2023,$329.00,$334.85,$328.66,$333.55,18553860
09/01/2023,$331.31,$331.99,$326.78,$328.66,14942020
08/31/2023,$329.20,$330.9099,$326.78,$327.76,26410950
08/30/2023,$328.67,$329.81,$326.445,$328.79,15222110
08/29/2023,$321.88,$328.9835,$321.88,$328.41,19284590
08/28/2023,$325.66,$326.15,$321.722,$323.70,14808480
08/25/2023,$321.47,$325.36,$318.8001,$322.98,21684100
08/24/2023,$332.85,$332.98,$319.96,$319.97,23281430
08/23/2023,$323.82,$329.20,$323.46,$327.00,21166380
08/22/2023,$325.50,$326.075,$321.46,$322.46,16102020
08/21/2023,$317.93,$322.77,$317.04,$321.88,24039960
08/18/2023,$314.49,$318.38,$311.5508,$316.48,24755010
08/17/2023,$320.54,$321.87,$316.21,$316.88,21257160
08/16/2023,$320.80,$324.42,$319.8035,$320.40,20698860
08/15/2023,$323.00,$325.09,$320.9034,$321.86,16966290
08/14/2023,$321.39,$324.06,$320.08,$324.04,18836140
08/11/2023,$320.26,$322.41,$319.21,$321.01,24355490
08/10/2023,$326.015,$328.26,$321.18,$322.93,20113730
08/09/2023,$326.47,$327.11,$321.0499,$322.23,22373270
08/08/2023,$326.96,$328.75,$323.00,$326.05,22327570
08/07/2023,$328.37,$331.11,$327.52,$330.11,17741530
08/04/2023,$331.88,$335.14,$327.24,$327.78,23741480
08/03/2023,$326.00,$329.88,$325.95,$326.66,18360350
08/02/2023,$333.63,$333.63,$326.3551,$327.50,27761260
08/01/2023,$335.19,$338.54,$333.70,$336.34,18381250
07/31/2023,$336.92,$337.695,$333.36,$335.92,25446020
07/28/2023,$333.67,$340.01,$333.17,$338.37,28484870
07/27/2023,$340.48,$341.33,$329.05,$330.72,39635260
07/26/2023,$341.44,$344.67,$333.11,$337.77,58383700
07/25/2023,$347.11,$351.89,$345.07,$350.98,41637740
07/24/2023,$345.85,$346.92,$342.31,$345.11,26719210
07/21/2023,$349.15,$350.30,$339.83,$343.77,69405380
07/20/2023,$353.57,$357.97,$345.37,$346.87,33778400
07/19/2023,$361.75,$362.46,$352.435,$355.08,39732900
07/18/2023,$345.83,$366.78,$342.17,$359.49,64872710
07/17/2023,$345.678,$346.99,$342.20,$345.73,20363930
07/14/2023,$347.59,$351.43,$344.31,$345.24,28352730
07/13/2023,$339.56,$343.74,$339.02,$342.66,20567160
07/12/2023,$336.60,$341.652,$335.67,$337.20,29995260
07/11/2023,$331.06,$332.86,$327.00,$332.47,26698220
07/10/2023,$334.60,$335.23,$327.59,$331.83,32791450
07/07/2023,$339.32,$341.79,$337.00,$337.22,21214820
07/06/2023,$337.30,$342.99,$335.50,$341.27,28195530
07/05/2023,$335.09,$341.65,$334.7276,$338.15,18172380
07/03/2023,$339.19,$340.90,$336.571,$337.99,12484240
06/30/2023,$337.75,$342.73,$337.20,$340.54,26832760
06/29/2023,$334.71,$336.11,$332.62,$335.05,16997040
06/28/2023,$334.66,$337.98,$333.81,$335.85,20259520
06/27/2023,$331.86,$336.15,$329.30,$334.57,24354110
06/26/2023,$333.72,$336.11,$328.49,$328.60,21520580
06/23/2023,$334.36,$337.96,$333.45,$335.02,23146900
06/22/2023,$334.12,$340.12,$333.34,$339.71,23556760
06/21/2023,$336.37,$337.73,$332.07,$333.56,25117800
06/20/2023,$339.31,$342.08,$335.86,$338.05,26375410
06/16/2023,$351.32,$351.47,$341.95,$342.33,46551990
06/15/2023,$337.48,$349.84,$337.20,$348.10,38899080
06/14/2023,$334.34,$339.04,$332.81,$337.34,26003790
06/13/2023,$334.465,$336.98,$330.39,$334.29,22951280
06/12/2023,$328.58,$332.0999,$325.16,$331.85,24306750
06/09/2023,$324.99,$329.99,$324.41,$326.79,22528950
06/08/2023,$323.935,$326.64,$323.35,$325.26,23277710
06/07/2023,$331.65,$334.49,$322.50,$323.38,40717130
06/06/2023,$335.33,$335.37,$332.17,$333.68,20396220
06/05/2023,$335.22,$338.5599,$334.6601,$335.94,21307050
06/02/2023,$334.247,$337.50,$332.55,$335.40,25873770
06/01/2023,$325.93,$333.53,$324.72,$332.58,26773850
05/31/2023,$332.29,$335.94,$327.33,$328.39,45950550
05/30/2023,$335.23,$335.74,$330.52,$331.21,29503070
05/26/2023,$324.02,$333.40,$323.88,$332.89,36630630
05/25/2023,$323.24,$326.90,$320.00,$325.92,43301740
05/24/2023,$314.73,$316.50,$312.61,$313.85,23384890
05/23/2023,$320.03,$322.72,$315.25,$315.26,30797170
05/22/2023,$318.60,$322.59,$318.01,$321.18,24115660
05/19/2023,$316.74,$318.75,$316.37,$318.34,27546700
05/18/2023,$314.53,$319.04,$313.72,$318.52,27275990
05/17/2023,$312.29,$314.43,$310.74,$314.00,24315010
05/16/2023,$309.83,$313.71,$309.83,$311.74,26730350
05/15/2023,$309.095,$309.905,$307.59,$309.46,16336550
05/12/2023,$310.55,$310.65,$306.60,$308.97,19774700
05/11/2023,$310.10,$311.12,$306.2601,$310.11,31680180
05/10/2023,$308.62,$313.00,$307.67,$312.31,30078040
05/09/2023,$308.00,$310.04,$306.31,$307.00,21340830
05/08/2023,$310.13,$310.20,$306.09,$308.65,21318610
05/05/2023,$305.72,$311.97,$304.27,$310.65,28197050
05/04/2023,$306.24,$307.7626,$303.40,$305.41,22519910
05/03/2023,$306.62,$308.61,$304.09,$304.40,22360750
05/02/2023,$307.76,$309.18,$303.91,$305.41,26404430
05/01/2023,$306.97,$308.60,$305.15,$305.56,21294120
04/28/2023,$304.01,$308.93,$303.31,$307.26,36469610
04/27/2023,$295.97,$305.20,$295.25,$304.83,46462640
04/26/2023,$296.70,$299.57,$292.73,$295.37,64599180
04/25/2023,$279.51,$281.60,$275.37,$275.42,45772240
04/24/2023,$282.09,$284.95,$278.72,$281.77,26611010
04/21/2023,$285.01,$286.27,$283.0608,$285.76,21676390
04/20/2023,$285.25,$289.03,$285.08,$286.11,23244360
04/19/2023,$285.99,$289.05,$284.54,$288.45,17150270
04/18/2023,$291.57,$291.755,$287.01,$288.37,20161850
04/17/2023,$289.93,$291.60,$286.16,$288.80,23836220
04/14/2023,$287.00,$288.48,$283.69,$286.14,20987920
04/13/2023,$283.59,$289.90,$283.17,$289.84,24222680
04/12/2023,$284.79,$287.01,$281.96,$283.49,27403430
04/11/2023,$285.75,$285.98,$281.64,$282.83,27276590
04/10/2023,$289.208,$289.60,$284.71,$289.39,23102990
04/06/2023,$283.21,$292.08,$282.03,$291.60,29770330
04/05/2023,$285.85,$287.15,$282.92,$284.34,22064770
04/04/2023,$287.23,$290.4499,$285.67,$287.18,25824300
04/03/2023,$286.52,$288.27,$283.95,$287.23,24883340
03/31/2023,$283.73,$289.27,$283.00,$288.30,32765980
03/30/2023,$284.23,$284.46,$281.48,$284.05,25053410
03/29/2023,$278.96,$281.1398,$278.41,$280.51,25087030
03/28/2023,$275.79,$276.14,$272.0451,$275.23,21878650
03/27/2023,$280.50,$281.4589,$275.52,$276.38,26840210
03/24/2023,$277.24,$280.63,$275.28,$280.57,28199960
03/23/2023,$277.94,$281.06,$275.20,$277.66,36610880
03/22/2023,$273.40,$281.04,$272.18,$272.29,34873330
03/21/2023,$274.88,$275.00,$269.5191,$273.78,34558700
03/20/2023,$276.98,$277.48,$269.85,$272.23,43466650
03/17/2023,$278.26,$283.33,$276.3201,$279.43,69527370
03/16/2023,$265.205,$276.56,$263.28,$276.20,54832140
03/15/2023,$259.98,$266.48,$259.21,$265.44,46028050
03/14/2023,$256.75,$261.07,$255.86,$260.79,33620290
03/13/2023,$247.40,$257.91,$245.73,$253.92,33339720
03/10/2023,$251.08,$252.79,$247.60,$248.59,28333930
03/09/2023,$255.82,$259.56,$251.58,$252.32,26653390
03/08/2023,$254.04,$254.5417,$250.81,$253.70,17340220
03/07/2023,$256.30,$257.69,$253.39,$254.15,21473180
03/06/2023,$256.425,$260.12,$255.98,$256.87,24109850
03/03/2023,$252.19,$255.62,$251.39,$255.29,30760140
03/02/2023,$246.55,$251.40,$245.61,$251.11,24833650
03/01/2023,$250.76,$250.93,$245.79,$246.27,27565260
02/28/2023,$249.07,$251.49,$248.73,$249.42,22490950
02/27/2023,$252.46,$252.82,$249.39,$250.16,21190040
02/24/2023,$249.96,$251.00,$248.10,$249.22,24990910
02/23/2023,$255.56,$256.84,$250.48,$254.77,29219100
02/22/2023,$254.09,$254.34,$250.34,$251.51,22491060
02/21/2023,$254.48,$255.49,$251.59,$252.67,28397440
02/17/2023,$259.39,$260.09,$256.00,$258.06,30000060
